Status,State,Name,Hospital Provider Number,Street Address,Suburb,Postcode,Second-tier Eligible (Yes/No),Second-tier Expiry Date,"Second-tier Category",Circular,"The Commonwealth Minister for Health, or delegate, has declared the facility to be a neo-natal facility, consistent with Section 3(2) of the Health Insurance Act 1973. (This column is not complete and is still being populated)"
PRIVATE,NSW,SUTHERLAND HEART CLINIC,0017280L,"LEVEL 2, THE SUTHERLAND HOSPITAL, THE KINGSWAY",CARINGBAH,2229,NO,,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",,
PRIVATE,NSW,SWAN CLINIC FOR PLASTIC SURGERY,0027620T,331 THE BOULEVARDE,GYMEA,2227,YES,16-03-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 40/22; 80/22; PHI 18/24,
PUBLIC,VIC,SWAN HILL DISTRICT HEALTH [SWAN HILL],0031160T,48 SPLATT STREET,SWAN HILL,3585,NO,,,,
PRIVATE,NSW,SYDNEY ADVENTIST HOSPITAL,0016260B,185 FOX VALLEY ROAD,WAHROONGA,2076,YES,13-10-28,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 27/20; 72/21; 60/24; 68/25,
PUBLIC,NSW,SYDNEY CHILDREN'S HOSPITAL,0012870J,HIGH STREET,RANDWICK,2031,NO,,,PHI 63/19,
PRIVATE,NSW,SYDNEY CLINIC FOR GASTROINTESTINAL DISEASES,0657501L,"LEVEL 10, 1 NEWLAND STREET",BONDI JUNCTION,2022,NO,,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,,
PRIVATE,NSW,SYDNEY DAY HOSPITAL,0027470L,"LEVEL 1, PARK HOUSE , 187 MACQUARIE STREET",SYDNEY,2000,YES,03-01-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 77/19; 77/22; 84/23,
PRIVATE,NSW,SYDNEY DAY SURGERY,0027030T,213-219 DARLINGHURST ROAD,DARLINGHURST,2010,YES,11-07-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 73/21; 22/22; 50/25,
PRIVATE,NSW,SYDNEY DAY SURGERY - PRINCE ALFRED,0666411H,"RPAH MEDICAL CENTRE SUITE 106, 100 CARILLON AVENUE",NEWTOWN,2042,YES,11-01-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 43/19; 84/20; 02/22; 94/24,
PUBLIC,NSW,SYDNEY DENTAL HOSPITAL,0012950J,2 CHALMERS STREET,SURRY HILLS,2010,NO,,,PHI 31/25,
PUBLIC,NSW,SYDNEY HOSPITAL AND SYDNEY EYE HOSPITAL,0010500H,8 MACQUARIE STREET,SYDNEY,2000,NO,,,,
PRIVATE,NSW,SYDNEY PAIN DAY SURGERY,0027640K,"SUITE 3, 44-46 OXFORD STREET",EPPING,2121,NO,26-03-24,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 56/22; 68/22; 23/24,
PRIVATE,NSW,SYDNEY RETINA CLINIC & DAY SURGERY,0027140J,"LEVEL 13, 187 MACQUARIE STREET",SYDNEY,2000,YES,07-02-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 29/19; 70/20; 22/22; 11/24,
PRIVATE,NSW,SYDNEY SOUTHWEST PRIVATE HOSPITAL,0016910H,32-40 BIGGE STREET,LIVERPOOL,2170,YES,27-10-27,"D - private hospitals that do not fall into categories (a), (b) or (g), with more than 50 licensed beds and up to and including 100 licensed beds",PHI 68/20; 16/22; 75/24,
PRIVATE,NSW,SYDNEY SPECIALIST DAY HOSPITAL,0656931Y,"SUITE 501, 7 HELP STREET",CHATSWOOD,2067,NO,,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,,
PRIVATE,NSW,SYDNEY SURGICAL CENTRE,0027460T,LEVEL 1 166-168 BELMORE ROAD,RANDWICK,2031,YES,02-05-26,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 08/20;55/21; 34/24,
PUBLIC,SA,TAILEM BEND HOSPITAL,0060600K,PRINCES HIGHWAY,TAILEM BEND,5260,NO,,,,
PUBLIC,VIC,TALLANGATTA HEALTH SERVICE,0031170L,25 BARREE STREET,TALLANGATTA,3700,NO,,,,
PRIVATE,NSW,TAMARA PRIVATE HOSPITAL,0016700W,2-6 DEAN STREET,TAMWORTH,2340,YES,15-06-27,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 54/20; 80/21; 48/24,
PUBLIC,NSW,TAMWORTH RURAL REFERRAL HOSPITAL,0012090T,31 DEAN STREET,TAMWORTH,2340,NO,,,,
PUBLIC,SA,TANUNDA HOSPITAL,0060830X,15 MILL STREET,TANUNDA,5352,NO,,,,
PUBLIC,QLD,TARA HOSPITAL,0051230H,15 BILTON STREET,TARA,4421,NO,,,,
PUBLIC,QLD,TAROOM HOSPITAL,0051240F,MILLER STREET,TAROOM,4420,NO,,,,
PRIVATE,QLD,TASMAN HEALTH CARE DAY INFUSION UNIT,0057480H,"SUITE 3B & 8, LEVEL 3, 123 NERANG STREET",SOUTHPORT,4215,YES,20-12-25,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 25/20; 53/23,
PUBLIC,TAS,TASMAN MULTI-PURPOSE CENTRE,0085200Y,MAIN ROAD,NUBEENA,7184,NO,,,,
PUBLIC,NSW,TEMORA HOSPITAL,0012100H,168-182 LOFTUS STREET,TEMORA,2666,NO,,,PHI 69/19,
PRIVATE,VIC,TEMPLESTOWE DAY SURGERY,0044280K,2/114 JAMES STREET,TEMPLESTOWE,3106,YES,17-12-25,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 67/21; 72/21; 80/22; 23/25,
PUBLIC,NT,TENNANT CREEK HOSPITAL,0095040F,41 SCHMIDT STREET,TENNANT CREEK,860,NO,,,,
PUBLIC,VIC,TERANG & MORTLAKE HEALTH SERVICE,0030820B,13 AUSTIN AVENUE,TERANG,3264,NO,,,,
PUBLIC,QLD,TEXAS HOSPITAL MULTIPURPOSE HEALTH SERVICE,0051250B,MINGOOLA ROAD,TEXAS,4385,NO,,,,
PUBLIC,VIC,THE ALFRED,0030020L,55 COMMERCIAL ROAD,PRAHRAN,3004,NO,,,,
PRIVATE,VIC,THE AVENUE PRIVATE HOSPITAL,0036440K,40 THE AVENUE,WINDSOR,3181,YES,07-12-26,"E - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, without an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 33/20; 63/22; 78/23,
PRIVATE,VIC,THE BAYS HOSPITAL,0035400F,"VALE STREET (MAIN CAMPUS) & 86 VICTORIA STREET, HASTINGS ",MORNINGTON,3931,YES,20-11-25,"E - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, without an accident and emergency unit or a specialised cardiac care unit or an intensive care unit","PHI 43/19, 69/19; 55/21; 81/21; 50/24; 07/25",
PRIVATE,NSW,THE BORDER CANCER HOSPITAL,0017540J,201-239 BORELLA ROAD,ALBURY,2640,YES,29-10-25,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 32/20; 73/21; 77/22,
PUBLIC,ACT,THE CANBERRA HOSPITAL,0090030B,77 YAMBA DRIVE,GARRAN,2605,NO,,,,
PRIVATE,NSW,THE CATARACT CLINIC (AUST),0026900T,1 MCLAREN STREET,NORTH SYDNEY,2060,YES,02-11-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 43/19; 70/20; 16/22; 75/24; 82/24; 86/24,
PUBLIC,NSW,THE CHILDREN'S HOSPITAL AT WESTMEAD,0010300T,178 HAWKESBURY ROAD,WESTMEAD,2145,NO,,,,
PRIVATE,VIC,THE DIGESTIVE HEALTH CENTRE,0656701L,90 DAVID STREET,DANDENONG,3175,NO,,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 77/18,
PRIVATE,TAS,THE EYE HOSPITAL,0834321J,262 CHARLES STREET,LAUNCESTON,7250,YES,11-11-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 32/19; 76/21; 30/22; 72/25,
PUBLIC,NSW,THE FORENSIC HOSPITAL,0012860K,1300 ANZAC PARADE,MALABAR,2036,NO,,,,
PRIVATE,VIC,THE GEELONG CLINIC,0036590X,98 TOWNSEND ROAD,ST ALBANS PARK,3219,YES,12-02-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 27/20; 53/23; 15/24; 56/24; 60/24,
PRIVATE,NSW,THE GEORGE CENTRE,0017700J,1A & 1B THE HERMITAGE WAY,GLEDSWOOD HILLS,2557,NO,05-04-25,"D - private hospitals that do not fall into categories (a), (b) or (g), with more than 50 licensed beds and up to and including 100 licensed beds",PHI 39/23; 53/23; 59/23; 33/25,
PRIVATE,VIC,THE GLEN ENDOSCOPY CENTRE,0043580H,302 SPRINGVALE ROAD,GLEN WAVERLEY,3150,YES,11-11-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 29/20; 80/22; 01/24,
PRIVATE,VIC,THE HADER CLINIC,0037020A,6-8 TOWNSEND ROAD,ST ALBANS PARK,3219,YES,24-08-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 14/19; 21/19; 54/20; 48/23; 69/24,
PRIVATE,NSW,THE HILLS PRIVATE HOSPITAL,0017320Y,499 WINDSOR ROAD,BAULKHAM HILLS,2153,YES,09-04-28,"B - private hospitals that provide rehabilitation care for at least 50% of the episodes of hospital treatment, and do not fall into categories (a) or (g)",PHI 84/20; 01/24; 11/24; 23/25,
PRIVATE,TAS,THE HOBART CLINIC,0085130X,31 CHIPMANS ROAD,ROKEBY,7019,NO,30-06-19,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 43/19,
PUBLIC,VIC,THE KILMORE AND DISTRICT HOSPITAL,0030560H,RUTLEDGE STREET,KILMORE,3764,NO,,,,
PRIVATE,VIC,THE MELBOURNE CLINIC,0036520K,130 CHURCH STREET,RICHMOND,3121,YES,20-08-28,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 27/20; 87/21; 70/24; 65/25,
PRIVATE,VIC,THE MELBOURNE EASTERN PRIVATE HOSPITAL,0036570A,157 SCORESBY ROAD,BORONIA,3155,YES,27-05-26,"B - private hospitals that provide rehabilitation care for at least 50% of the episodes of hospital treatment, and do not fall into categories (a) or (g)",PHI 43/19; 30/22; 41/22,
PUBLIC,VIC,THE MORNINGTON CENTRE,0032110W,CNR TYALLA GROVE & SEPARATION STREET,MORNINGTON,3931,NO,,,,
PUBLIC,VIC,THE NORTHERN HOSPITAL,0030940W,185 COOPER STREET,EPPING,3076,NO,,,,
PUBLIC,QLD,THE PARK - CENTRE FOR MENTAL HEALTH,0051850A,CRN ELLERTON DRIVE & WOLSTON PARK ROAD,WACOL,4076,NO,,,,
PRIVATE,WA,THE PARK PRIVATE HOSPITAL,0075110W,14 ALVAN STREET,MOUNT LAWLEY,6050,YES,06-08-26,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 43/19; 51/20; 48/23; 50/24,
PUBLIC,QLD,THE PRINCE CHARLES HOSPITAL,0051400F,627 RODE ROAD,CHERMSIDE,4032,NO,,,,
PUBLIC,VIC,THE QUEEN ELIZABETH CENTRE,0030960L,53 THOMAS STREET,NOBLE PARK,3174,NO,,,,
PUBLIC,SA,THE QUEEN ELIZABETH HOSPITAL,0060010K,28 WOODVILLE ROAD,WOODVILLE,5011,NO,,,,
PUBLIC,VIC,THE ROYAL CHILDRENS HOSPITAL,0031020F,50 FLEMINGTON ROAD,PARKVILLE,3052,NO,,,,
PUBLIC,VIC,THE ROYAL VICTORIAN EYE AND EAR HOSPITAL,0031240T,32 GISBORNE STREET,EAST MELBOURNE,3002,NO,,,,
PUBLIC,VIC,THE ROYAL WOMEN'S HOSPITAL,0031040A,20 FLEMINGTON ROAD,PARKVILLE,3052,NO,,,,
PRIVATE,NSW,THE SAN DAY SURGERY,0017150A,1A NORTHCOTE ROAD,HORNSBY,2077,YES,13-10-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 29/19; 72/21; 60/24; 72/25,
PRIVATE,NSW,THE SKIN HOSPITAL,0834361A,7 ASHLEY LANE,WESTMEAD,2145,YES,02-01-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 17/20; 77/22; 84/23,
PRIVATE,NSW,THE SKIN HOSPITAL (DARLINGHURST),0027380T,121 CROWN STREET,DARLINGHURST,2010,YES,03-01-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 26/19; 51/20; 77/22; 02/24; 05/24,
PRIVATE,QLD,THE SOUTHPORT PRIVATE HOSPITAL,0056180F,21 SPENDELOVE AVENUE,SOUTHPORT,4215,YES,12-01-28,"B - private hospitals that provide rehabilitation care for at least 50% of the episodes of hospital treatment, and do not fall into categories (a) or (g)",PHI 76/20; 22/22; 94/24,
PUBLIC,NSW,THE SUTHERLAND HOSPITAL,0010480W,430 KINGSWAY,CARINGBAH,2229,NO,,,,
PRIVATE,NSW,THE SYDNEY CLINIC,0016630T,22-24 MURRAY STREET,BRONTE,2024,YES,02-05-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 30/20; 48/23; 56/24,
PRIVATE,NSW,THE SYDNEY PRIVATE HOSPITAL,0015770K,63 VICTORIA STREET,ASHFIELD,2131,NO,08-06-25,"B - private hospitals that provide rehabilitation care for at least 50% of the episodes of hospital treatment, and do not fall into categories (a) or (g)",PHI 04/20; 35/21; 34/23; 50/25,
PRIVATE,SA,THE TENNYSON CENTRE DAY HOSPITAL,0067130L,"TENANCY 18, LEVEL 1, 520 SOUTH ROAD",KURRALTA PARK,5037,YES,14-12-25,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 30/19; 87/21; 48/23,
PRIVATE,VIC,THE VICTORIA CLINIC,0036170W,324 MALVERN ROAD,PRAHRAN,3181,YES,24-10-28,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 32/20; 22/22; 15/25; 68/25,
PRIVATE,VIC,THE VICTORIAN REHABILITATION CENTRE,0036640B,499 SPRINGVALE ROAD,GLEN WAVERLEY,3150,YES,07-07-28,"B - private hospitals that provide rehabilitation care for at least 50% of the episodes of hospital treatment, and do not fall into categories (a) or (g)",PHI 08/21; 15/24; 50/25,
PRIVATE,QLD,THE WESLEY HOSPITAL,0055690L,451 CORONATION DRIVE,AUCHENFLOWER,4066,YES,15-11-25,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 43/19; 87/21; 86/24,
PUBLIC,QLD,THEODORE HOSPITAL,0051270Y,85 THE BOULEVARD,THEODORE,4719,NO,,,PHI 63/19,
PUBLIC,VIC,THOMAS EMBLING HOSPITAL,0032010Y,YARRA BEND ROAD,FAIRFIELD,3078,NO,,,,
PUBLIC,NSW,THOMAS WALKER HOSPITAL - RIVENDELL,0012970F,HOSPITAL ROAD,CONCORD WEST,2138,NO,,,PHI 31/25,
PUBLIC,QLD,THURSDAY ISLAND HOSPITAL,0051280X,93 VICTORIA PARADE,THURSDAY ISLAND,4875,NO,,,,
PUBLIC,NSW,TIBOOBURRA HEALTH SERVICE,0012120B,STURT STREET,TIBOOBURRA,2880,NO,,,,
PUBLIC,VIC,TIMBOON & DISTRICT HEALTHCARE SERVICE,0031200A,21 HOSPITAL ROAD,TIMBOON,3268,NO,,,,
PUBLIC,NSW,TINGHA MULTIPURPOSE SERVICE,0012130A,INVERELL ROAD,TINGHA,2369,NO,,,,
PUBLIC,NSW,TOCUMWAL HOSPITAL,0012140Y,ADAMS STREET,TOCUMWAL,2714,NO,,,,
PUBLIC,WA,TOM PRICE HOSPITAL,0071140Y,862 MINE ROAD,TOM PRICE,6751,NO,,,,
PUBLIC,NSW,TOMAREE COMMUNITY HOSPITAL,0010000F,2 TREVALLY STREET,NELSON BAY,2315,NO,,,,
PUBLIC,TAS,TOOSEY AGED AND COMMUNITY CARE,0080150K,10 ARCHER STREET,LONGFORD,7301,NO,,,,
PRIVATE,QLD,TOOWONG PRIVATE HOSPITAL,0055670W,496 MILTON ROAD,TOOWONG,4066,YES,26-11-25,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 36/20; 02/22; 86/24,
PRIVATE,QLD,TOOWOOMBA HOSPICE,0056030X,57B O'QUINN STREET,TOOWOOMBA,4350,YES,03-02-28,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 30/19; 03/21; 30/22; 92/24,
PUBLIC,QLD,TOOWOOMBA HOSPITAL,0051290W,PECHEY STREET,TOOWOOMBA,4350,NO,,,,
PRIVATE,QLD,TOOWOOMBA PRIVATE DAY HOSPITAL,0057560H,20 GOGGS STREET,TOOWOOMBA,4350,YES,09-01-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 62/21; 72/21; 34/23,
PRIVATE,QLD,TOOWOOMBA SURGICENTRE,0656571H,18 SCOTT STREET,TOOWOOMBA,4350,YES,28-10-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 32/19; 63/20; 72/21; 75/24,
PRIVATE,NSW,TORONTO PRIVATE HOSPITAL,0016480L,CARY STREET,TORONTO,2283,YES,27-09-27,"B - private hospitals that provide rehabilitation care for at least 50% of the episodes of hospital treatment, and do not fall into categories (a) or (g)",PHI 62/20; 21/21; 70/24; 92/24,
PUBLIC,NSW,TOTTENHAM HOSPITAL,0012150X,LOT 10 MOONDANA STREET,TOTTENHAM,2873,NO,,,,
PRIVATE,QLD,TOWNSVILLE DAY SURGERY,0057240A,"1 MARTINEZ AVENUE, WEST END",TOWNSVILLE,4810,YES,31-12-25,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 69/19; 77/22,
PRIVATE,QLD,TOWNSVILLE PRIVATE CLINIC,0056140L,"136 WILLS STREET,",TOWNSVILLE CITY,4810,YES,13-01-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 32/19; 24/21; 18/23; 24/25,
PUBLIC,QLD,TOWNSVILLE UNIVERSITY HOSPITAL,0051840B,100 ANGUS SMITH DRIVE,DOUGLAS,4814,NO,,,PHI 82/19,
PUBLIC,NSW,TRANGIE MULTI PURPOSE HEALTH SERVICE,0012160W,1 HARRIS STREET,TRANGIE,2823,NO,,,,
PUBLIC,NSW,TRESILLIAN FAMILY CARE CENTRE - BELMORE,0010350F,11 MCKENZIE STREET,BELMORE,2192,NO,,,,
PUBLIC,NSW,TRESILLIAN FAMILY CARE CENTRE - WILLOUGHBY,0010370A,2 SECOND AVENUE,WILLOUGHBY,2068,NO,,,,
PUBLIC,NSW,TRESILLIAN FAMILY CARE CENTRE - WOLLSTONECRAFT,0012810Y,25 SHIRLEY ROAD,WOLLSTONECRAFT,2065,NO,,,,
PUBLIC,NSW,TRUNDLE MULTI PURPOSE SERVICE,0012580X,44 BROOKVIEW STREET,TRUNDLE,2875,NO,,,,
PRIVATE,NSW,TUGGERAH LAKES PRIVATE HOSPITAL,0017600L,645 PACIFIC HIGHWAY,KANWAL,2259,YES,18-02-26,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 30/19; 43/19; 84/20; 16/22; 60/24; 50/25,
PUBLIC,NSW,TULLAMORE MULTI PURPOSE HEALTH SERVICE,0012170T,1 HINKLER STREET,TULLAMORE,2874,NO,,,,
PUBLIC,QLD,TULLY HOSPITAL,0051310H,17 BRYANT STREET,TULLY,4854,NO,,,PHI 77/19,
PUBLIC,NSW,TUMBARUMBA MULTI PURPOSE SERVICE,0012180L,4 MITCHELL STREET,TUMBARUMBA,2653,NO,,,,
PUBLIC,SA,TUMBY BAY HOSPITAL,0060540H,8-11 ESPLANADE,TUMBY BAY,5605,NO,,,,
PUBLIC,NSW,TUMUT DISTRICT HOSPITAL,0012190K,105 SIMPSON STREET,TUMUT,2720,NO,,,,
PUBLIC,VIC,TWEDDLE CHILD AND FAMILY HEALTH SERVICE,0031220X,53 ADELAIDE STREET,FOOTSCRAY,3011,NO,,,,
PRIVATE,NSW,TWEED DAY SURGERY,0999441J,"SUITE 4, 38-44 BOYD STREET",TWEED HEADS,2485,YES,29-06-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 14/21; PHI 18/24; 50/25,
PUBLIC,NSW,TWEED VALLEY HOSPITAL,0012690L,771 CUDGEN ROAD,CUDGEN,2487,NO,,,PHI 34/24,
PRIVATE,NSW,ULLADULLA ENDOSCOPY & MEDICAL CENTRE,0027260A,111 PRINCES HIGHWAY,ULLADULLA,2539,YES,15-05-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 26/19;15/21; 18/24; 24/25,
PUBLIC,ACT,UNIVERSITY OF CANBERRA HOSPITAL,0090050Y,20 GURAGUMA STREET,BRUCE,2617,NO,,,,
PUBLIC,VIC,UPPER MURRAY HEALTH AND COMMUNITY SERVICES,0030290L,20 KIELL STREET,CORRYONG,3707,NO,,,,
PUBLIC,NSW,URANA HEALTH SERVICE,0011620L,127-129 PRINCESS ST,URANA,2645,NO,,,,
PUBLIC,NSW,URBENVILLE HEALTH SERVICE,0012230X,45 BEAURY STREET,URBENVILLE,2475,NO,,,,
PRIVATE,VIC,VERMONT PRIVATE HOSPITAL,0036970H,LEVEL 2/645-647 BURWOOD HIGHWAY,VERMONT SOUTH,3133,YES,23-04-26,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 63/19; 33/20; 84/22; 94/24,
PRIVATE,VIC,VICTORIA PARADE SURGERY CENTRE,0043860Y,"LEVEL 1, 100 VICTORIA PARADE",EAST MELBOURNE,3002,YES,04-11-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 32/19; 76/21; 30/22; 74/25,
PRIVATE,NSW,VICTORIA STREET PRIVATE HOSPITAL,0017720F,2 VICTORIA STREET,WOLLONGONG ,2500,YES,01-02-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 80/23; 01/24; 05/24; 24/25; 70/25,
PRIVATE,VIC,VICTORIAN CENTRE FOR MENTAL HEALTH,0044200F,112-116/445 PRINCES HWY,OFFICER,3809,YES,05-04-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 05/19; 12/19; 17/19; 25/20; 51/20; 34/23; 48/23; 63/23; 11/24; 23/24,
PRIVATE,VIC,VICTORIAN GUT CENTRE BUNDOORA,0043920B,119 PLENTY ROAD,BUNDOORA,3083,NO,,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 77/22,
PUBLIC,VIC,VICTORIAN HEART HOSPITAL,0032180B,631 BLACKBURN ROAD,CLAYTON,3168,NO,,,PHI 28/22,
PRIVATE,QLD,VISION CENTRE DAY SURGERY,0057090Y,95 NERANG STREET,SOUTHPORT,4215,YES,25-11-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 03/20; 50/22; 69/23,
